3,3,3,12,13,7,7,7,7,7,7,7,7,7,7,4,5,3,3,3
3,12,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,3
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15
